column 1	Pathways of a reaction	EC-Number	Object ID
pyridoxamine 5'-phosphate + dioxygen + H2O  ->  ammonium + hydrogen peroxide + pyridoxal 5'-phosphate	pyridoxal 5'-phosphate salvage II (plants)	EC-1.4.3.5	PMPOXI-RXN
ATP + pyridoxine  ->  ADP + pyridoxine 5'-phosphate + H+	pyridoxal 5'-phosphate salvage II (plants)	EC-2.7.1.35	PNKIN-RXN
pyridoxine 5'-phosphate + dioxygen  ->  hydrogen peroxide + pyridoxal 5'-phosphate	pyridoxal 5'-phosphate salvage II (plants)	EC-1.4.3.5	PNPOXI-RXN
2 5-aminolevulinate  ->  porphobilinogen + H+ + 2 H2O	tetrapyrrole biosynthesis I (from glutamate)	EC-4.2.1.24	PORPHOBILSYNTH-RXN
N-(5-phosphoribosyl)-anthranilate  ->  1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	L-tryptophan biosynthesis	EC-5.3.1.24	PRAISOM-RXN
L-arogenate + oxaloacetate  <-->  prephenate + L-aspartate	L-tyrosine biosynthesis II // L-tyrosine biosynthesis III // L-phenylalanine biosynthesis II	EC-2.6.1.78	PREPHENATE-ASP-TRANSAMINE-RXN
L-arogenate + 2-oxoglutarate  <-->  prephenate + L-glutamate	L-tyrosine biosynthesis II // L-tyrosine biosynthesis III // L-phenylalanine biosynthesis II	EC-2.6.1.79	PREPHENATE-TRANSAMINE-RXN
prephenate + H+  =  3-phenyl-2-oxopropanoate + CO2 + H2O		EC-4.2.1.51	PREPHENATEDEHYDRAT-RXN
1-(5-phospho-beta-D-ribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide  ->  phosphoribulosylformimino-AICAR-phosphate	L-histidine biosynthesis	EC-5.3.1.16	PRIBFAICARPISOM-RXN
propanoyl-CoA + oxidized electron-transfer flavoprotein + H+  ->  acryloyl-CoA + reduced electron-transfer flavoprotein	&beta;-alanine biosynthesis II	EC-1.3.8.1	PROPCOASYN-RXN
coenzyme A + propanoate + ATP  ->  propanoyl-CoA + AMP + diphosphate	&beta;-alanine biosynthesis II	EC-6.2.1.17	PROPIONATE--COA-LIGASE-RXN
protoporphyrinogen IX + 3 dioxygen  ->  protoporphyrin IX + 3 hydrogen peroxide	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent) // heme <i>b</i> biosynthesis I (aerobic)"	EC-1.3.3.4	PROTOPORGENOXI-RXN
5-phospho-beta-D-ribosylamine + L-glutamate + diphosphate  <-->  5-phospho-alpha-D-ribose 1-diphosphate + L-glutamine + H2O	5-aminoimidazole ribonucleotide biosynthesis I	EC-2.4.2.14	PRPPAMIDOTRANS-RXN
D-ribose 5-phosphate + ATP  ->  5-phospho-alpha-D-ribose 1-diphosphate + AMP + H+	PRPP biosynthesis	EC-2.7.6.1	PRPPSYN-RXN
N-(5-phosphoribosyl)-anthranilate + diphosphate  <-  anthranilate + 5-phospho-alpha-D-ribose 1-diphosphate	L-tryptophan biosynthesis	EC-2.4.2.18	PRTRANS-RXN
O-phospho-L-serine + 2-oxoglutarate  <-->  L-glutamate + 3-phosphooxypyruvate	L-serine biosynthesis I	EC-2.6.1.52	PSERTRANSAM-RXN
pseudouridine + ATP  ->  pseudouridine 5'-phosphate + ADP + H+	pseudouridine degradation	EC-2.7.1.83	PSEUDOURIDINE-KINASE-RXN
2 a plastoquinol[thylakoid membrane] + 4 H+[thylakoid lumen] + dioxygen[thylakoid lumen]  <-  hnu + 2 a plastoquinone[thylakoid membrane] + 4 H+ + 2 H2O[thylakoid lumen]	photosynthesis light reactions I (plastocyanin)	EC-1.10.3.9	PSII-RXN
ATP + pyridoxamine  ->  ADP + pyridoxamine 5'-phosphate + H+	pyridoxal 5'-phosphate salvage II (plants)	EC-2.7.1.35	PYRAMKIN-RXN
pyridoxine + NADP+  <-->  pyridoxal + NADPH + H+	pyridoxal 5'-phosphate salvage II (plants)	EC-1.1.1.65	PYRIDOXINE-4-DEHYDROGENASE-RXN
pyridoxal + ATP  ->  ADP + pyridoxal 5'-phosphate + H+	pyridoxal 5'-phosphate salvage II (plants)	EC-2.7.1.35	PYRIDOXKIN-RXN
4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ATP  ->  4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine + ADP	hydroxymethylpyrimidine salvage // thiamine diphosphate salvage IV (yeast) // 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I	EC-2.7.4.7	PYRIMSYN3-RXN
NAD+ + NADPH  <-->  NADH + NADP+	NAD(P)/NADPH interconversion	EC-1.6.1.1 // EC-1.6.1.3	PYRNUTRANSHYDROGEN-RXN
1-pyrroline-5-carboxylate dehydrogenase	L-proline degradation I		PYRROLINECARBDEHYDROG-RXN
L-proline + NAD(P)+  <-  (S)-1-pyrroline-5-carboxylate + NAD(P)H + 2 H+	L-proline biosynthesis III (from L-ornithine) // L-arginine degradation VI (arginase 2 pathway) // L-proline biosynthesis I (from L-glutamate)	EC-1.5.1.2	PYRROLINECARBREDUCT-RXN
pyruvate + ATP + phosphate  <-->  phosphoenolpyruvate + AMP + diphosphate + H+	"C4 photosynthetic carbon assimilation cycle, NADP-ME type // C4 photosynthetic carbon assimilation cycle, NAD-ME type // C4 photosynthetic carbon assimilation cycle, PEPCK type"	EC-2.7.9.1	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN
2-iminosuccinate + glycerone phosphate  ->  quinolinate + phosphate + 2 H2O	NAD <i>de novo</i> biosynthesis I	EC-2.5.1.72	QUINOLINATE-SYNTHA-RXN
beta-nicotinate D-ribonucleotide + CO2 + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + quinolinate + 2 H+	NAD <i>de novo</i> biosynthesis I	EC-2.4.2.19	QUINOPRIBOTRANS-RXN
"S-methyl-5-thio-D-ribulose 1-phosphate  ->  5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate + H2O"	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	EC-4.2.1.109	R145-RXN
"1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one + dioxygen  ->  4-(methylsulfanyl)-2-oxobutanoate + formate + H+"	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	EC-1.13.11.54	R147-RXN
cyanate + hydrogen carbonate + H+  ->  carbamate + CO2	cyanate degradation		R524-RXN
"5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate  ->  2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl 1-phosphate + H+"	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	EC-5.3.2.5	R82-RXN
"2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl 1-phosphate + H2O  ->  1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one + phosphate"	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	EC-3.1.3.87	R83-RXN
D-ribose 5-phosphate  <-->  D-ribulose 5-phosphate	Calvin-Benson-Bassham cycle // pentose phosphate pathway (non-oxidative branch) I // Rubisco shunt	EC-5.3.1.6	RIB5PISOM-RXN
"2 6,7-dimethyl-8-(1-D-ribityl)lumazine + H+  ->  5-amino-6-(D-ribitylamino)uracil + riboflavin"	flavin biosynthesis I (bacteria and plants)	EC-2.5.1.9	RIBOFLAVIN-SYN-RXN
ATP + riboflavin  ->  ADP + FMN + H+	flavin biosynthesis I (bacteria and plants)	EC-2.7.1.26	RIBOFLAVINKIN-RXN
"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + H+ + H2O  ->  5-amino-6-(5-phospho-D-ribosylamino)uracil + ammonium"	flavin biosynthesis I (bacteria and plants)	EC-3.5.4.26	RIBOFLAVINSYNDEAM-RXN
5-amino-6-(5-phospho-D-ribitylamino)uracil + NADP+  <-  5-amino-6-(5-phospho-D-ribosylamino)uracil + NADPH + H+	flavin biosynthesis I (bacteria and plants)	EC-1.1.1.193	RIBOFLAVINSYNREDUC-RXN
D-ribofuranose + ATP  ->  D-ribofuranose 5-phosphate + ADP + H+		EC-2.7.1.15	RIBOKIN-RXN
5-amino-6-(5-phospho-D-ribitylamino)uracil + H2O  ->  5-amino-6-(D-ribitylamino)uracil + phosphate	flavin biosynthesis I (bacteria and plants)	EC-3.1.3.104	RIBOPHOSPHAT-RXN
"2 3-phospho-D-glycerate + 2 H+  <-  D-ribulose-1,5-bisphosphate + CO2 + H2O"	Calvin-Benson-Bassham cycle // Rubisco shunt	EC-4.1.1.39	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN
D-ribulose 5-phosphate  <-->  D-xylulose 5-phosphate	Calvin-Benson-Bassham cycle // pentose phosphate pathway (non-oxidative branch) I // Rubisco shunt	EC-5.1.3.1	RIBULP3EPIM-RXN
L-tryptophan + pyruvate  <-->  (indol-3-yl)pyruvate + L-alanine	indole-3-acetate biosynthesis I	EC-2.6.1.99	RXN-10139
geranylgeranyl diphosphate + H2O  ->  geranylgeraniol + diphosphate		EC-3.1.7.5	RXN-10627
"(9S,13S,15Z)-12-oxo-10,11-dihydrophyto-15-enoate + coenzyme A + ATP  ->  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octanoyl-CoA + AMP + diphosphate"	jasmonic acid biosynthesis	EC-6.2.1	RXN-10695
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octanoyl-CoA + dioxygen  ->  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-octa-2-enoyl)-CoA + hydrogen peroxide	jasmonic acid biosynthesis	EC-1.3.3.6	RXN-10696
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-octa-2-enoyl)-CoA + H2O  ->  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxyoctanoyl)-CoA	jasmonic acid biosynthesis	EC-4.2.1	RXN-10697
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxyoctanoyl)-CoA + NAD+  ->  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxooctanoyl)-CoA + NADH + H+	jasmonic acid biosynthesis	EC-1.1.1	RXN-10698
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-hexanoyl-CoA + acetyl-CoA  <-  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxooctanoyl)-CoA + coenzyme A	jasmonic acid biosynthesis	EC-2.3.1.16	RXN-10699
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-butanoyl-CoA + acetyl-CoA  <-  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxohexanoyl)-CoA + coenzyme A	jasmonic acid biosynthesis	EC-2.3.1.16	RXN-10700
(+)-7-epi-jasmonoyl-CoA + acetyl-CoA  <-  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxobutanoyl)-CoA + coenzyme A	jasmonic acid biosynthesis	EC-2.3.1.16	RXN-10701
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxyhexanoyl)-CoA + NAD+  ->  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxohexanoyl)-CoA + NADH + H+	jasmonic acid biosynthesis	EC-1.1.1	RXN-10702
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxybutanoyl)-CoA + NAD+  ->  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxobutanoyl)-CoA + NADH + H+	jasmonic acid biosynthesis	EC-1.1.1	RXN-10703
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxyhexanoyl)-CoA  <-  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-hexa-2-enoyl)-CoA + H2O	jasmonic acid biosynthesis	EC-4.2.1	RXN-10704
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxybutanoyl)-CoA  <-  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-buta-2-enoyl)-CoA + H2O	jasmonic acid biosynthesis	EC-4.2.1	RXN-10705
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-hexanoyl-CoA + dioxygen  ->  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-hexa-2-enoyl)-CoA + hydrogen peroxide	jasmonic acid biosynthesis	EC-1.3.3.6	RXN-10706
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-butanoyl-CoA + dioxygen  ->  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-buta-2-enoyl)-CoA + hydrogen peroxide	jasmonic acid biosynthesis	EC-1.3.3.6	RXN-10707
(+)-7-epi-jasmonoyl-CoA + H2O  ->  (+)-7-epi-jasmonate + coenzyme A + H+	jasmonic acid biosynthesis	EC-3.1.2.20	RXN-10708
NAD(P)H + H+ + dioxygen  ->  hydrogen peroxide + NAD(P)+		EC-1.6.3.1	RXN-10745
"spermidine + dioxygen + H2O  ->  propane-1,3-diamine + 4-aminobutanal + hydrogen peroxide"	spermine and spermidine degradation II	EC-1.5.3.14	RXN-10747
ADP-D-ribose + H2O  ->  AMP + alpha-D-ribose-1-phosphate + 2 H+			RXN-10763
(-)-methyl jasmonate + H2O  ->  (-)-jasmonate + methanol + H+		EC-3.1.1.1	RXN-10767
(-)-jasmonate + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + (-)-methyl jasmonate		EC-2.1.1.141	RXN-10768
ADP-alpha-D-glucose + H2O  =  AMP + alpha-D-glucopyranose 1-phosphate + 2 H+			RXN-10770
L-phenylalanine + 2-oxoglutarate  <-->  3-phenyl-2-oxopropanoate + L-glutamate		EC-2.6.1.1 // EC-2.6.1.27 // EC-2.6.1.57	RXN-10814
2 S-sulfanylglutathione + a reduced two electron carrier  <-->  bisorganyltrisulfane + hydrogen sulfide + an oxidized electron carrier			RXN-10851
1D-myo-inositol 4-monophosphate + H2O  ->  myo-inositol + phosphate	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation"	EC-3.1.3.25	RXN-10952
"ATP + phytate  ->  ADP + 1D-myo-inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate"	inositol diphosphates biosynthesis	EC-2.7.4.24	RXN-10972
"1D-myo-inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate + ATP  ->  1D-myo-inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate + ADP"	inositol diphosphates biosynthesis	EC-2.7.4.21 // EC-2.7.4.24	RXN-10974
(E)-4-coumaroyl-CoA + NADPH + H+  ->  4-coumaraldehyde + coenzyme A + NADP+	monolignol biosynthesis	EC-1.2.1.44	RXN-1101
4-coumaryl alcohol + NADP+  <-  4-coumaraldehyde + NADPH + H+	monolignol biosynthesis	EC-1.1.1.195	RXN-1102
"a 2,3,4-saturated fatty acyl CoA + dioxygen  ->  a (2E)-2-enoyl-CoA + hydrogen peroxide"	fatty acid &beta;-oxidation II (plant peroxisome)	EC-1.3.3.6	RXN-11026
4-coumarate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  trans-caffeate + oxidized [NADPH-hemoprotein reductase] + H2O	free phenylpropanoid acid biosynthesis // suberin monomers biosynthesis	EC-1.14.14.96	RXN-1103
trans-caffeate + S-adenosyl-L-methionine  ->  ferulate + S-adenosyl-L-homocysteine + H+	free phenylpropanoid acid biosynthesis // suberin monomers biosynthesis	EC-2.1.1.68	RXN-1104
feruloyl-CoA + NADPH + H+  ->  coniferaldehyde + coenzyme A + NADP+	monolignol biosynthesis	EC-1.2.1.44	RXN-1106
(22S)-22-hydroxy-5alpha-campestan-3-one + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  3-dehydro-6-deoxoteasterone + oxidized [NADPH-hemoprotein reductase] + H2O	brassinolide biosynthesis II	EC-1.14.14.147	RXN-11101
(S)-methylmalonate-semialdehyde + coenzyme A + NAD+ + H2O  ->  propanoyl-CoA + hydrogen carbonate + NADH + H+	L-valine degradation I	EC-1.2.1.27	RXN-11213
sinapyl alcohol + NADP+  <-  sinapaldehyde + NADPH + H+	monolignol biosynthesis	EC-1.1.1.195	RXN-1125
trans-caffeate + coenzyme A + ATP  ->  (E)-caffeoyl-CoA + AMP + diphosphate	caffeoylglucarate biosynthesis // suberin monomers biosynthesis	EC-6.2.1.12	RXN-1126
benzyl benzoate + H2O  =  benzoate + benzyl alcohol + H+			RXN-11272
"9,15,9'-tri-cis-zeta-carotene  <-->  9,9'-di-cis-zeta-carotene"	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)	EC-5.2.1.12	RXN-11354
"15-cis-phytoene + 2 a plastoquinone  ->  9,15,9'-tri-cis-zeta-carotene + 2 a plastoquinol"	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)	EC-1.3.5.5	RXN-11355
"9,9'-di-cis-zeta-carotene + an electron-transfer quinone  ->  7,9,9'-cis-neurosporene + an electron-transfer quinol"	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)		RXN-11356
"9,9&prime;-<em>di</em><em>cis</em>-&zeta;-carotene desaturase"	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)		RXN-11357
coniferaldehyde + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  5-hydroxy-coniferaldehyde + oxidized [NADPH-hemoprotein reductase] + H2O	ferulate and sinapate biosynthesis // monolignol biosynthesis	EC-1.14.14	RXN-1142
5-hydroxy-coniferaldehyde + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + sinapaldehyde + H+	ferulate and sinapate biosynthesis // monolignol biosynthesis	EC-2.1.1.68	RXN-1143
gibberellin A1 + 2-oxoglutarate + dioxygen  ->  gibberellin A8 + succinate + CO2		EC-1.14.11.13	RXN-115
stachyose + H2O  ->  raffinose + alpha-D-galactopyranose	stachyose degradation	EC-3.2.1.22	RXN-11501
raffinose + H2O  ->  alpha-D-galactopyranose + sucrose	stachyose degradation	EC-3.2.1	RXN-11502
petiveriin  =  phenylmethanesulfenate + 2-aminoprop-2-enoate		EC-4.4.1.4	RXN-11524
"(22S)-22-hydroxycampesterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (22R,23R)-22,23-dihydroxycampesterol + oxidized [NADPH-hemoprotein reductase] + H2O"		EC-1.14.14.147	RXN-11529
"(22S)-22-hydroxy-campest-4-en-3-one + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (22R,23R)-22,23-dihydroxy-campest-4-en-3-one + oxidized [NADPH-hemoprotein reductase] + H2O"	brassinolide biosynthesis II	EC-1.14.14.147	RXN-11530
3-epi-6-deoxocathasterone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  6-deoxotyphasterol + oxidized [NADPH-hemoprotein reductase] + H2O	brassinolide biosynthesis II	EC-1.14.14.147	RXN-11531
3-epi-6-deoxocathasterone + an oxidized electron carrier  <-  (22S)-22-hydroxy-5alpha-campestan-3-one + a reduced two electron carrier	brassinolide biosynthesis II	EC-1.1.99	RXN-11532
"(22R,23R)-22,23-dihydroxycampesterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (22R,23R)-22,23-dihydroxy-campest-4-en-3-one + oxidized [NADPH-hemoprotein reductase] + 2 H2O"		EC-1.14.19.79	RXN-11533
"3-dehydro-6-deoxoteasterone + NADP+  <-  (22R,23R)-22,23-dihydroxy-campest-4-en-3-one + NADPH + H+"	brassinolide biosynthesis II	EC-1.3.1.22	RXN-11534
"(2E,6E)-farnesyl diphosphate + H2O  ->  (3R,6E)-nerolidol + diphosphate"	"(3<i>E</i>)-4,8-dimethylnona-1,3,7-triene biosynthesis I"	EC-4.2.3.49	RXN-11575
tricetin 3&prime;-<em>O</em>-methyltransferase			RXN-11582
6 reduced ferredoxin [iron-sulfur] cluster + 2 nitrite + 6 reduced ferredoxin [iron-sulfur] cluster  ->  6 oxidized ferredoxin [iron-sulfur] cluster + 2 ammonia + 6 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	Inorganic Nitrogen Assimilation	EC-1.7.7	RXN-1161
"CTP + (2E,6E)-farnesol  ->  CDP + (2E,6E)-farnesyl phosphate + H+"	farnesylcysteine salvage pathway	EC-2.7.1.216	RXN-11625
"(2E,6E)-farnesyl phosphate + CTP  ->  (2E,6E)-farnesyl diphosphate + CDP"	farnesylcysteine salvage pathway	EC-2.7.4.32	RXN-11626
"trans-resveratrol + S-adenosyl-L-methionine  ->  3-methoxy-4',5-dihydroxy-trans-stilbene + S-adenosyl-L-homocysteine + H+"			RXN-11895
solavetivol monooxygenase			RXN-11907
"4alpha-hydroxymethyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(241)-en-3beta-ol + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(241)-en-3beta-ol + 2 ferricytochrome b5 + 2 H2O"			RXN-11925
"24-methylenecycloartanol + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  4alpha-hydroxymethyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(241)-en-3beta-ol + 2 ferricytochrome b5 + H2O"			RXN-11926
"4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(241)-en-3beta-ol + 2 ferrocytochrome b5 + dioxygen + H+  ->  4alpha-carboxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(241)-en-3beta-ol + 2 ferricytochrome b5 + H2O"			RXN-11927
"4alpha-carboxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(241)-en-3beta-ol + NAD+  ->  cycloeucalenone + CO2 + NADH"	phytosterol biosynthesis (plants)	EC-1.1.1.418	RXN-11928
cycloeucalenol + NADP+  <-  cycloeucalenone + NADPH + H+	phytosterol biosynthesis (plants)	EC-1.1.1.270	RXN-11929
"24-methylidenelophenol + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  4alpha-hydroxymethyl-ergosta-7,24(241)-dien-3beta-ol + 2 ferricytochrome b5 + H2O"			RXN-11930
"4alpha-hydroxymethyl-ergosta-7,24(241)-dien-3beta-ol + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  4alpha-formyl-ergosta-7,24(241)-dien-3beta-ol + 2 ferricytochrome b5 + 2 H2O"			RXN-11931
"4alpha-formyl-ergosta-7,24(241)-dien-3beta-ol + 2 ferrocytochrome b5 + dioxygen + H+  ->  4alpha-carboxy-ergosta-7,24(241)-dien-3beta-ol + 2 ferricytochrome b5 + H2O"			RXN-11932
"4alpha-carboxy-ergosta-7,24(241)-dien-3beta-ol + NAD+  ->  episterone + CO2 + NADH"	phytosterol biosynthesis (plants)	EC-1.1.1.418	RXN-11933
episterone + NADPH + H+  ->  episterol + NADP+	phytosterol biosynthesis (plants)	EC-1.1.1	RXN-11934
"(24Z)-24-ethylidenelophenol + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  (24Z)-4alpha-hydroxymethyl-stigmasta-7,24(241)-dien-3beta-ol + 2 ferricytochrome b5 + H2O"			RXN-11935
"(24Z)-4alpha-hydroxymethyl-stigmasta-7,24(241)-dien-3beta-ol + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  (24Z)-4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol + 2 ferricytochrome b5 + 2 H2O"			RXN-11936
"(24Z)-4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol + 2 ferrocytochrome b5 + dioxygen + H+  ->  (24Z)-4alpha-carboxy-stigmasta-7,24(241)-dien-3beta-ol + 2 ferricytochrome b5 + H2O"			RXN-11937
"(24Z)-4alpha-carboxy-stigmasta-7,24(241)-dien-3beta-ol + NAD+  ->  avenastenone + CO2 + NADH"	phytosterol biosynthesis (plants)	EC-1.1.1.418	RXN-11938
avenasterol + NADP+  <-  avenastenone + NADPH + H+	phytosterol biosynthesis (plants)	EC-1.1.1.270	RXN-11939
ATP + UMP  ->  ADP + UDP	UTP and CTP <i>de novo</i> biosynthesis // pyrimidine ribonucleotides interconversion	EC-2.7.4.22 // EC-2.7.4.14	RXN-12002
spermidine + dioxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide	spermine and spermidine degradation III	EC-1.5.3.17	RXN-12089
"alpha-linolenate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (12Z,15Z)-9,10-epoxyoctadeca-12,15-dienoate + oxidized [NADPH-hemoprotein reductase] + H2O"	poly-hydroxy fatty acids biosynthesis	EC-1.14.14	RXN-12137
"alpha-linolenate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (9Z,15Z)-12,13-epoxy-octadeca-9,15-dienoate + oxidized [NADPH-hemoprotein reductase] + H2O"	poly-hydroxy fatty acids biosynthesis	EC-1.14.14	RXN-12138
"alpha-linolenate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (9Z,12Z)-15,16-epoxyoctadeca-9,12-dienoate + oxidized [NADPH-hemoprotein reductase] + H2O"	poly-hydroxy fatty acids biosynthesis	EC-1.14.14	RXN-12139
"(9Z,12Z)-15,16-epoxyoctadeca-9,12-dienoate + H2O  ->  15,16-DiHODE"	poly-hydroxy fatty acids biosynthesis	EC-3.3.2.10	RXN-12140
"(12Z,15Z)-9,10-epoxyoctadeca-12,15-dienoate + H2O  ->  9,10-DiHODE"	poly-hydroxy fatty acids biosynthesis	EC-3.3.2.10	RXN-12141
"(9Z,15Z)-12,13-epoxy-octadeca-9,15-dienoate + H2O  ->  12,13-DiHODE"	poly-hydroxy fatty acids biosynthesis	EC-3.3.2.10	RXN-12142
coenzyme A + 7-hydroxylaurate + ATP  ->  7-hydroxylauroyl-CoA + AMP + diphosphate	sporopollenin precursors biosynthesis	EC-6.2.1.2 // EC-6.2.1.3	RXN-12184
laurate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  7-hydroxylaurate + oxidized [NADPH-hemoprotein reductase] + H2O	sporopollenin precursors biosynthesis	EC-1.14.14.130	RXN-12186
CTP + H2O  ->  CDP + phosphate + H+	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // UTP and CTP dephosphorylation I // pyrimidine ribonucleotides interconversion	EC-3.6.1.15	RXN-12195
UTP + H2O  ->  UDP + phosphate + H+	UTP and CTP dephosphorylation I // pyrimidine ribonucleotides interconversion	EC-3.6.1.15	RXN-12196
UDP + H2O  ->  UMP + phosphate + H+	UTP and CTP dephosphorylation I // pyrimidine ribonucleotides interconversion	EC-3.6.1.6	RXN-12197
CDP + H2O  ->  CMP + phosphate + H+	UTP and CTP dephosphorylation I // pyrimidine ribonucleotides interconversion	EC-3.6.1.6	RXN-12198
UTP + 2 H2O  ->  UMP + 2 phosphate + 2 H+	UTP and CTP dephosphorylation I // UTP and CTP dephosphorylation II // pyrimidine ribonucleotides interconversion	EC-3.6.1.5	RXN-12199
CTP + 2 H2O  ->  CMP + 2 phosphate + 2 H+	UTP and CTP dephosphorylation I // UTP and CTP dephosphorylation II // pyrimidine ribonucleotides interconversion	EC-3.6.1.5	RXN-12200
(Z)-[(4-hydroxyphenyl)acetaldehyde oxime]  ->  (4-hydroxyphenyl)acetonitrile + H2O	dhurrin biosynthesis		RXN-12240
"9,9'-di-cis-zeta-carotene + 2 an electron-transfer quinone  ->  prolycopene + 2 an electron-transfer quinol"	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)	EC-1.3.5.6	RXN-12242
15-<em>cis</em>-phytoene desaturase	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)		RXN-12243
